User ID,Id,StepTotal,Calories,VeryActiveMinutes,LightlyActiveMinutes,FairlyActiveMinutes,SedentaryMinutes
17,4445114986,2064,1954,0,121,0,895
17,4445114986,2268,1933,0,114,0,1219
17,4445114986,768,1212,0,58,0,380
18,4558609924,6543,2666,66,238,35,1019
18,4558609924,13743,2486,6,432,21,844
18,4558609924,10611,2262,14,370,8,1048
18,4558609924,8095,2225,18,340,10,993
18,4558609924,11451,2223,6,339,30,1065
18,4558609924,9148,2223,12,283,41,1062
18,4558609924,9451,2185,1,367,11,985
18,4558609924,8563,2173,0,395,0,1045
18,4558609924,9108,2131,4,324,31,1081
18,4558609924,7795,2121,17,262,30,1131
18,4558609924,9634,2117,7,304,19,1110
18,4558609924,8940,2116,14,331,15,1080
18,4558609924,10319,2105,7,293,29,1111
18,4558609924,9557,2098,27,312,14,1087
18,4558609924,9601,2094,20,273,25,1122
18,4558609924,6890,2085,5,308,5,1122
18,4558609924,7891,2066,0,383,0,1057
18,4558609924,7289,1997,8,308,12,1112
18,4558609924,8237,1973,23,233,16,1116
18,4558609924,5267,1953,21,237,10,1172
18,4558609924,6799,1922,0,279,0,1161
18,4558609924,7833,1918,15,197,29,1096
18,4558609924,5135,1909,0,318,0,1122
18,4558609924,6435,1889,11,220,18,1191
18,4558609924,5401,1876,1,248,9,1182
18,4558609924,5232,1842,0,252,0,1188
18,4558609924,4803,1788,0,222,0,1218
18,4558609924,3755,1722,0,202,0,1238
18,4558609924,4978,1722,19,127,7,1287
18,4558609924,3428,1692,0,190,0,1121
18,4558609924,6307,1452,0,247,0,736
19,4702921684,15126,3691,9,408,66,469
19,4702921684,14370,3683,5,439,46,577
19,4702921684,15050,3538,15,281,95,542
19,4702921684,12692,3394,12,302,66,437
19,4702921684,11140,3328,3,335,24,556
19,4702921684,12857,3287,9,192,125,1019
19,4702921684,10613,3172,1,262,37,701
19,4702921684,9930,3165,12,267,19,692
19,4702921684,9454,3145,0,313,0,729
19,4702921684,10144,3115,4,263,36,728
19,4702921684,9810,3069,10,235,41,784
19,4702921684,9167,3064,6,270,15,730
19,4702921684,8793,3061,2,260,29,717
19,4702921684,9023,3033,14,232,9,738
19,4702921684,9105,3013,22,191,30,890
19,4702921684,8614,3006,8,241,5,745
19,4702921684,8161,3004,4,251,15,757
19,4702921684,8232,2990,0,253,12,746
19,4702921684,7860,2984,0,271,0,772
19,4702921684,7213,2947,0,263,0,718
19,4702921684,7047,2908,1,238,16,733
19,4702921684,6877,2898,0,258,0,777
19,4702921684,6506,2896,1,256,8,944
19,4702921684,6943,2859,1,207,16,682
19,4702921684,7245,2859,5,195,40,1131
19,4702921684,6708,2812,10,179,8,757
19,4702921684,6108,2784,1,216,8,765
19,4702921684,6530,2729,4,144,41,901
19,4702921684,1664,2241,0,72,0,1341
19,4702921684,0,2017,0,0,0,1440
19,4702921684,2752,1240,0,68,0,241
20,5553957443,16358,2335,61,265,40,707
20,5553957443,17022,2324,61,256,41,693
20,5553957443,15482,2284,69,249,28,756
20,5553957443,11611,2272,59,251,22,667
20,5553957443,16556,2254,58,239,38,689
20,5553957443,12764,2169,46,270,15,709
20,5553957443,14331,2156,44,241,29,692
20,5553957443,12848,2116,26,247,29,812
20,5553957443,11682,2105,25,270,16,781
20,5553957443,11886,2093,40,238,18,750
20,5553957443,12346,2066,47,177,42,801
20,5553957443,10946,2033,51,201,11,732
20,5553957443,11596,2026,19,277,13,767
20,5553957443,11393,1999,49,165,13,727
20,5553957443,9769,1996,23,227,9,724
20,5553957443,10538,1922,16,206,16,745
20,5553957443,9632,1916,21,229,9,761
20,5553957443,5771,1831,0,288,0,521
20,5553957443,4112,1776,0,272,0,443
20,5553957443,6083,1762,3,210,8,505
20,5553957443,5164,1747,0,237,0,436
20,5553957443,4832,1718,0,226,0,647
20,5553957443,4249,1698,0,224,0,651
20,5553957443,4926,1693,0,195,0,628
20,5553957443,3727,1683,0,206,0,622
20,5553957443,2713,1570,0,148,0,598
20,5553957443,1807,1507,0,104,0,582
20,5553957443,1868,1494,0,96,0,902
20,5553957443,1202,1463,0,84,0,506
20,5553957443,655,1397,0,46,0,943
20,5553957443,3121,741,8,48,6,222
21,5577150313,12231,4552,200,159,37,525
21,5577150313,13368,4546,194,178,72,499
21,5577150313,12363,4501,207,163,45,621
21,5577150313,15764,4392,210,141,65,425
21,5577150313,14269,4274,184,158,56,472
21,5577150313,8596,4022,118,176,30,662
21,5577150313,10830,4018,110,175,74,670
21,5577150313,12087,4005,115,199,54,695
21,5577150313,8869,3841,104,194,37,639
21,5577150313,11045,3795,97,212,8,580
21,5577150313,9893,3625,114,130,32,623
21,5577150313,9841,3580,99,141,51,692
21,5577150313,7924,3544,97,165,36,739
21,5577150313,12574,3501,108,111,23,733
21,5577150313,8135,3405,86,140,16,728
21,5577150313,6393,3374,61,214,38,743
21,5577150313,9172,3329,62,200,30,823
21,5577150313,6805,3294,63,190,16,773
21,5577150313,8330,3192,87,113,16,773
21,5577150313,7638,3152,24,223,24,627
21,5577150313,5325,3088,38,181,32,759
21,5577150313,7439,3014,37,235,20,732
21,5577150313,7550,3004,45,143,21,1153
21,5577150313,5206,2755,25,141,9,631
21,5577150313,4950,2643,41,79,16,1304
21,5577150313,5077,2551,15,144,11,776
21,5577150313,3421,2489,34,70,11,1099
21,5577150313,0,1819,0,0,0,1440
21,5577150313,0,1819,0,0,0,1440
21,5577150313,4038,1665,45,63,15,257
1,6117666160,19542,4900,11,294,19,579
1,6117666160,14019,2865,0,513,6,921
1,6117666160,14450,2828,7,518,15,502
1,6117666160,11495,2651,0,512,0,468
1,6117666160,9799,2636,0,487,0,479
1,6117666160,11135,2606,0,480,0,425
1,6117666160,9411,2576,0,458,0,417
1,6117666160,9592,2560,0,461,0,479
1,6117666160,10449,2536,26,349,10,587
1,6117666160,7336,2469,0,412,0,456
1,6117666160,9543,2450,0,352,7,1077
1,6117666160,8206,2409,0,402,0,413
1,6117666160,8915,2361,0,397,0,525
1,6117666160,7623,2305,0,362,0,711
1,6117666160,6987,2275,0,343,0,1040
1,6117666160,7328,2250,0,318,0,517
1,6117666160,7150,2225,0,312,0,702
1,6117666160,4933,2044,0,236,0,1204
1,6117666160,5153,2018,0,241,0,759
1,6117666160,2997,1902,0,156,0,1279
1,6117666160,3403,1879,0,141,0,758
1,6117666160,3365,1838,0,133,0,673
1,6117666160,0,1497,0,0,0,1440
1,6117666160,0,1496,0,0,0,1440
1,6117666160,0,1496,0,0,0,1440
1,6117666160,0,1496,0,0,0,1440
1,6117666160,0,1496,0,0,0,1440
1,6117666160,4477,1248,0,197,0,125
2,6290855005,9837,3327,8,282,95,1055
2,6290855005,7851,3171,31,225,12,1172
2,6290855005,7671,2952,0,363,0,1077
2,6290855005,7142,2905,0,350,0,1090
2,6290855005,9501,2896,0,328,0,1112
2,6290855005,6744,2843,0,324,0,1116
2,6290855005,7142,2839,0,321,0,1119
2,6290855005,6116,2806,0,305,0,1135
2,6290855005,6238,2796,0,302,0,1138
2,6290855005,8301,2783,0,258,0,1182
2,6290855005,7802,2771,8,249,3,1180
2,6290855005,6885,2766,0,271,0,1169
2,6290855005,5565,2743,0,287,0,1153
2,6290855005,6781,2725,0,268,0,1172
2,6290855005,5832,2718,0,272,0,1168
2,6290855005,7706,2712,0,251,0,1189
2,6290855005,5896,2703,0,258,0,1182
2,6290855005,6361,2701,0,258,0,1182
2,6290855005,5731,2687,0,255,0,1185
2,6290855005,6339,2682,0,239,0,1201
2,6290855005,6047,2671,0,240,0,1200
2,6290855005,0,2664,33,0,0,1407
2,6290855005,5510,2613,0,227,0,1213
2,6290855005,4562,2560,0,199,0,1241
2,6290855005,6277,2175,0,264,0,800
2,6290855005,0,2060,0,0,0,1440
2,6290855005,0,2060,0,0,0,1440
2,6290855005,0,2060,0,0,0,1440
2,6290855005,0,0,0,0,0,1440
3,6775888955,10771,3727,70,178,113,1079
3,6775888955,8294,2798,30,146,31,1233
3,6775888955,7091,2584,42,47,30,1321
3,6775888955,5162,2507,14,105,24,863
3,6775888955,4697,2496,12,75,35,1318
3,6775888955,6474,2484,33,92,13,1302
3,6775888955,4053,2400,17,85,18,1053
3,6775888955,2487,2319,9,50,34,1347
3,6775888955,2503,2280,3,84,9,1344
3,6775888955,4732,2225,36,9,18,1377
3,6775888955,1282,2127,0,58,0,976
3,6775888955,2497,2067,5,19,24,1392
3,6775888955,2153,2053,11,11,18,1400
3,6775888955,703,1993,2,15,13,1410
3,6775888955,637,1922,0,20,0,1420
3,6775888955,9,1843,0,1,0,1439
3,6775888955,0,1841,0,0,0,1440
3,6775888955,0,1841,0,0,0,1440
3,6775888955,0,1841,0,0,0,1440
3,6775888955,0,1841,0,0,0,1440
3,6775888955,0,1841,0,0,0,1440
3,6775888955,0,1841,0,0,0,1440
3,6775888955,0,1841,0,0,0,1440
3,6775888955,0,1841,0,0,0,1440
3,6775888955,0,1841,0,0,0,1440
3,6775888955,1967,1032,2,49,5,551
4,6962181067,20031,2571,58,347,41,484
4,6962181067,15448,2361,62,275,34,626
4,6962181067,10762,2254,12,369,15,645
4,6962181067,13239,2194,35,282,31,637
4,6962181067,12627,2182,38,288,8,621
4,6962181067,11835,2179,53,214,27,708
4,6962181067,13928,2174,48,297,4,639
4,6962181067,13217,2173,50,280,3,741
4,6962181067,12912,2162,18,313,39,655
4,6962181067,12342,2105,43,231,21,607
4,6962181067,10725,2086,30,240,33,659
4,6962181067,10147,2086,15,284,36,683
4,6962181067,12109,2072,21,267,36,654
4,6962181067,10524,2066,14,305,22,591
4,6962181067,10742,2046,35,195,41,659
4,6962181067,11404,2039,13,238,42,689
4,6962181067,10320,2034,7,279,38,697
4,6962181067,10145,2027,5,295,13,634
4,6962181067,10433,2012,36,254,7,680
4,6962181067,10081,2002,32,237,16,731
4,6962181067,10199,1994,50,189,14,796
4,6962181067,6815,1947,0,328,0,745
4,6962181067,6722,1855,24,199,7,709
4,6962181067,5908,1850,0,299,0,717
4,6962181067,5563,1756,0,217,0,837
4,6962181067,5454,1740,0,215,0,722
4,6962181067,5652,1718,8,142,24,548
4,6962181067,5029,1705,0,199,0,720
4,6962181067,4188,1659,0,151,14,709
4,6962181067,1551,1466,0,86,0,862
4,6962181067,3587,928,0,105,8,127
5,7007744171,20067,3180,55,382,42,961
5,7007744171,15566,3096,60,347,33,1000
5,7007744171,18229,3055,51,379,24,986
5,7007744171,14510,2976,58,330,31,1021
5,7007744171,15090,2939,16,424,22,978
5,7007744171,14172,2937,53,355,8,1024
5,7007744171,15010,2933,53,317,23,1047
5,7007744171,15299,2889,64,261,50,1065
5,7007744171,15128,2836,16,401,16,1007
5,7007744171,14816,2832,48,284,31,1077
5,7007744171,13541,2830,50,337,12,1041
5,7007744171,14194,2812,53,304,17,1066
5,7007744171,13744,2763,30,327,34,1049
5,7007744171,12862,2742,56,261,22,1101
5,7007744171,11179,2668,34,304,6,1096
5,7007744171,11085,2667,0,419,0,1021
5,7007744171,13041,2642,64,250,14,1112
5,7007744171,11459,2553,44,247,13,1136
5,7007744171,8059,2383,0,305,0,1135
5,7007744171,8093,2284,2,223,25,1190
5,7007744171,5600,2225,0,237,0,1142
5,7007744171,5273,2098,0,202,0,1238
5,7007744171,4631,2076,0,203,0,1155
5,7007744171,3761,2051,0,200,0,1240
5,7007744171,0,1557,0,0,0,1440
5,7007744171,0,120,0,0,0,111
6,7086361926,14365,2997,87,145,13,797
6,7086361926,14560,2995,42,308,17,584
6,7086361926,13566,2960,67,171,50,743
6,7086361926,10688,2944,67,124,69,671
6,7086361926,12461,2924,84,154,35,834
6,7086361926,11584,2862,54,161,48,810
6,7086361926,9753,2846,58,153,59,762
6,7086361926,14433,2800,72,106,23,1182
6,7086361926,10387,2781,70,132,33,726
6,7086361926,11317,2772,59,153,6,745
6,7086361926,10052,2754,66,139,26,737
6,7086361926,10288,2754,57,152,36,761
6,7086361926,10091,2752,69,129,39,706
6,7086361926,9827,2743,61,114,51,1136
6,7086361926,12827,2739,20,209,42,621
6,7086361926,9572,2735,57,128,40,757
6,7086361926,9123,2734,35,189,32,787
6,7086361926,12390,2730,30,258,15,685
6,7086361926,11107,2693,55,145,6,829
6,7086361926,10988,2655,45,135,12,843
6,7086361926,7881,2616,24,182,36,1198
6,7086361926,10677,2534,32,147,27,695
6,7086361926,5813,2516,31,155,26,744
6,7086361926,9469,2463,19,206,6,758
6,7086361926,8585,2395,30,139,21,864
6,7086361926,8564,2386,24,149,14,1253
6,7086361926,3520,2049,0,125,0,566
6,7086361926,2817,1965,0,90,0,1350
6,7086361926,31,1635,0,3,0,1437
6,7086361926,0,1629,0,0,0,1440
6,7086361926,3789,1199,5,58,4,343
7,8053475328,22026,3589,125,228,14,1073
7,8053475328,22988,3577,129,182,33,1096
7,8053475328,22359,3554,125,223,14,741
7,8053475328,20159,3411,119,193,5,1123
7,8053475328,20669,3410,132,158,8,1142
7,8053475328,20500,3403,118,209,9,1104
7,8053475328,19769,3331,121,148,20,1076
7,8053475328,18827,3213,111,195,21,1113
7,8053475328,18060,3186,116,123,8,1193
7,8053475328,16433,3140,95,156,12,1177
7,8053475328,17076,3133,102,195,6,1137
7,8053475328,15929,3114,90,191,7,1152
7,8053475328,16057,3103,100,170,6,1164
7,8053475328,15447,3062,90,153,9,1188
7,8053475328,15108,3043,89,158,5,695
7,8053475328,15484,3023,87,165,22,1166
7,8053475328,14990,2950,93,130,9,1208
7,8053475328,14810,2926,96,115,10,1219
7,8053475328,14581,2918,89,123,8,1220
7,8053475328,14549,2867,96,83,6,1255
7,8053475328,13953,2859,90,90,15,1245
7,8053475328,12422,2852,60,183,10,1187
7,8053475328,12685,2846,68,185,5,1182
7,8053475328,12209,2809,60,184,7,1189
7,8053475328,12315,2794,58,159,8,1215
7,8053475328,12465,2765,66,148,12,1214
7,8053475328,10520,2655,60,117,3,1260
7,8053475328,7135,2408,27,131,1,1281
7,8053475328,1969,1988,0,95,0,1345
7,8053475328,1170,1886,0,51,0,1389
7,8053475328,4998,1505,28,39,4,839
8,8253242879,11268,2218,49,172,20,1199
8,8253242879,9282,2132,30,191,26,1193
8,8253242879,10204,2112,41,157,5,1237
8,8253242879,9033,2044,40,154,2,1244
8,8253242879,10232,2008,45,104,5,1286
8,8253242879,8905,1976,41,82,4,1313
8,8253242879,8053,1935,35,96,11,1298
8,8253242879,6466,1931,5,216,18,1201
8,8253242879,6829,1909,7,118,54,1261
8,8253242879,9256,1880,6,115,51,1268
8,8253242879,6260,1854,16,136,14,1257
8,8253242879,5151,1829,16,130,16,1278
8,8253242879,4562,1813,19,108,14,1299
8,8253242879,4212,1763,0,164,0,1276
8,8253242879,5234,1705,29,33,16,1362
8,8253242879,2824,1651,0,120,0,1320
8,8253242879,2672,1632,0,105,0,1335
8,8253242879,2718,1580,11,20,16,1393
8,8253242879,0,0,0,0,0,1440
9,8378563200,15148,4236,137,145,16,677
9,8378563200,13318,4163,123,174,21,699
9,8378563200,13630,4157,117,174,10,720
9,8378563200,13070,4092,120,154,19,737
9,8378563200,12386,4079,116,169,14,680
9,8378563200,12200,4044,113,159,12,769
9,8378563200,12405,4005,117,141,16,692
9,8378563200,9143,3788,72,184,10,763
9,8378563200,9388,3787,82,169,8,763
9,8378563200,8712,3784,71,195,20,822
9,8378563200,8567,3783,66,214,3,764
9,8378563200,16208,3763,90,161,18,593
9,8378563200,8382,3721,71,171,13,772
9,8378563200,14461,3666,60,190,23,729
9,8378563200,7045,3644,74,166,5,831
9,8378563200,7626,3635,65,156,15,723
9,8378563200,6582,3586,63,152,13,840
9,8378563200,6064,3491,63,142,4,802
9,8378563200,11419,3369,71,127,10,669
9,8378563200,11207,3363,64,142,21,563
9,8378563200,7875,3110,19,167,10,680
9,8378563200,7359,3061,4,192,4,676
9,8378563200,6175,2982,3,172,7,767
9,8378563200,5709,2908,19,136,10,740
9,8378563200,5417,2884,11,139,10,711
9,8378563200,4468,2799,0,158,0,851
9,8378563200,3703,2741,0,135,0,734
9,8378563200,2943,2685,0,139,0,621
9,8378563200,2946,2660,0,121,0,780
9,8378563200,2132,2572,0,93,0,599
9,8378563200,4561,1976,8,102,6,433
10,8583815059,15168,3513,46,258,67,1069
10,8583815059,12427,3266,0,70,0,1370
10,8583815059,12015,3212,0,0,0,1440
10,8583815059,10085,3164,2,317,28,1093
10,8583815059,12474,3142,77,129,5,1229
10,8583815059,10499,3093,1,214,91,1134
10,8583815059,9423,3012,7,238,44,1151
10,8583815059,9877,2947,66,110,4,1260
10,8583815059,8687,2944,4,212,54,1170
10,8583815059,9217,2940,3,182,72,1183
10,8583815059,8469,2894,0,0,0,1440
10,8583815059,8286,2889,2,206,44,1188
10,8583815059,8538,2883,35,158,18,1229
10,8583815059,8240,2846,9,162,43,1226
10,8583815059,6117,2810,0,250,0,1190
10,8583815059,8701,2804,5,177,71,1106
10,8583815059,6174,2757,0,203,28,1209
10,8583815059,5319,2693,0,0,0,1440
10,8583815059,5843,2683,2,166,22,1250
10,8583815059,5697,2668,7,166,10,1257
10,8583815059,5571,2654,2,163,23,1252
10,8583815059,5014,2650,0,196,7,1237
10,8583815059,5273,2647,0,167,27,1246
10,8583815059,4512,2596,10,117,2,1311
10,8583815059,4503,2547,18,122,6,1294
10,8583815059,3864,2536,4,105,22,1309
10,8583815059,3588,2516,0,0,0,1440
10,8583815059,3430,2505,0,65,0,1375
10,8583815059,3135,2443,0,134,0,1306
10,8583815059,3008,2439,0,0,0,1440
10,8583815059,0,0,0,0,0,1440
11,8792009665,8360,3101,6,380,14,634
11,8792009665,7174,2896,10,301,20,749
11,8792009665,6157,2780,0,310,0,714
11,8792009665,5245,2748,8,232,45,795
11,8792009665,4068,2419,1,195,20,817
11,8792009665,2421,2297,0,156,0,739
11,8792009665,3147,2188,0,139,10,744
11,8792009665,1758,2067,0,112,0,900
11,8792009665,2283,2067,0,129,0,848
11,8792009665,2564,2044,0,116,0,831
11,8792009665,1831,2015,0,101,0,916
11,8792009665,2483,2009,0,126,0,937
11,8792009665,1219,1963,0,84,0,853
11,8792009665,1619,1962,0,79,0,834
11,8792009665,1320,1934,0,82,0,806
11,8792009665,1321,1928,0,80,0,1360
11,8792009665,400,1799,3,19,8,1410
11,8792009665,244,1721,0,12,0,1428
11,8792009665,144,1720,0,9,0,1431
11,8792009665,0,1688,0,0,0,1440
11,8792009665,0,1688,0,0,0,1440
11,8792009665,0,1688,0,0,0,1440
11,8792009665,0,1688,0,0,0,1440
11,8792009665,0,1688,0,0,0,1440
11,8792009665,0,1688,0,0,0,1440
11,8792009665,0,1688,0,0,0,1440
11,8792009665,0,1688,0,0,0,1440
11,8792009665,0,1688,0,0,0,1440
11,8792009665,0,57,0,0,0,48
12,8877689391,29326,4547,94,429,29,888
12,8877689391,27745,4398,124,223,4,1089
12,8877689391,12332,4142,105,271,28,1036
12,8877689391,21727,4015,96,232,17,1095
12,8877689391,13422,3934,106,281,1,1052
12,8877689391,23186,3921,85,312,7,1036
12,8877689391,11200,3891,102,300,6,1032
12,8877689391,21420,3832,88,213,12,1127
12,8877689391,23629,3808,93,235,8,1104
12,8877689391,12986,3802,113,218,8,1101
12,8877689391,21129,3793,68,298,13,1061
12,8877689391,20226,3710,73,217,19,1131
12,8877689391,19948,3679,73,225,19,1123
12,8877689391,18785,3676,82,214,13,1131
12,8877689391,19377,3659,82,226,13,1119
12,8877689391,15337,3566,108,216,18,1098
12,8877689391,15118,3545,58,307,15,1060
12,8877689391,18193,3477,66,212,8,1154
12,8877689391,16674,3455,64,227,1,1148
12,8877689391,18258,3427,61,236,2,1141
12,8877689391,14890,3060,58,231,8,1143
12,8877689391,14055,3052,67,188,15,1170
12,8877689391,11101,2860,22,258,3,1157
12,8877689391,10686,2847,17,245,4,1174
12,8877689391,10733,2832,18,224,11,1187
12,8877689391,10818,2817,19,229,3,1189
12,8877689391,10930,2786,36,166,12,1226
12,8877689391,11423,2761,29,191,5,1215
12,8877689391,9733,2698,18,210,5,1207
12,8877689391,4790,2189,0,105,0,1335
12,8877689391,8064,1849,23,137,1,770
